Set Number,Numbers
4329,"6, 8, 13, 15, 19"
4330,"5, 11, 13, 14, 15, 19"
4331,"3, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 20"
4332,"1, 2, 6, 7, 9, 10, 12, 14, 15, 17, 18, 20"
4333,"4, 7, 11, 12, 14, 15, 17, 18, 19"
4334,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20"
4335,"1, 2, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20"
4336,"1, 2, 3, 4, 5, 7, 8, 10, 13, 15, 16, 17, 19, 20"
4337,"1, 2, 3, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4338,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 16, 17, 18, 19, 20"
4339,"2, 4, 5, 6, 8, 10, 16, 18, 19, 20"
4340,"3, 7, 8, 11, 15, 16"
4341,"1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4342,"2, 3, 5, 6, 10, 15, 19"
4343,"1, 2, 3, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4344,"1, 4, 5, 6, 7, 10, 11, 12, 13, 17, 19"
4345,"3, 13, 14"
4346,"1, 2, 9, 11, 14, 18, 19, 20"
4347,"17, 10, 6"
4348,"2, 3, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19"
4349,"2, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 17, 18, 20"
4350,"1, 2, 5, 6, 8, 10, 11, 12, 14, 17, 19, 20"
4351,"1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 17, 19"
4352,"19, 13"
4353,"3, 6, 7, 8, 9, 10, 14, 15, 16, 17, 18, 20"
4354,"2, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20"
4355,"1, 5, 6, 7, 8, 9, 11, 14, 16, 17, 18, 20"
4356,"1, 4, 6, 8, 9, 10, 11, 13, 15, 17, 18, 20"
4357,"1, 3, 5, 15"
4358,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20"
4359,"1, 4, 6, 7, 8, 9, 10, 13, 15, 16, 17, 18, 19, 20"
4360,"9, 19, 7"
4361,"1, 4, 6, 9"
4362,"1, 2, 3, 4, 6, 7, 8, 9, 11, 12, 16, 17, 18, 19, 20"
4363,"1, 4, 7, 9, 11, 12, 13, 15, 16, 17, 19, 20"
4364,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4365,"1, 3, 4, 5, 6, 8, 11, 12, 14, 16, 19, 20"
4366,"1, 2, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4367,2
4368,"1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4369,"3, 4, 8, 12, 14, 18"
4370,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4371,"1, 2, 9, 12, 17, 18"
4372,"17, 3, 6"
4373,"2, 3, 4, 11, 12, 15, 19, 20"
4374,"1, 4, 5, 6, 8, 10, 11, 12, 16"
4375,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20"
4376,"1, 2, 3, 4, 5, 9, 10, 20"
4377,"5, 6, 7, 11, 17, 20"
4378,"1, 2, 5, 6, 8, 17, 19, 20"
4379,"13, 18, 3, 5"
4380,"4, 5, 10, 12, 13, 17"
4381,"1, 11, 13, 14, 16, 17, 20"
4382,"2, 19"
4383,"2, 8, 11, 14, 18"
4384,"2, 6, 10, 11, 12, 13, 14, 18, 20"
4385,"1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20"
4386,"1, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4387,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4388,"1, 14, 18, 19, 20"
4389,"2, 5, 6, 7, 9, 10, 12, 13, 17, 19"
4390,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20"
4391,"2, 4, 6, 17, 20"
4392,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20"
4393,"1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 14, 15, 16, 19, 20"
4394,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4395,"1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 17, 19, 20"
4396,"1, 4, 5, 6, 7, 9, 11, 12, 13, 14, 16, 17, 18, 19, 20"
4397,"1, 2, 3, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4398,"1, 2, 4, 5, 8, 9, 10, 11, 12, 14, 17, 18, 19, 20"
4399,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4400,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4401,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4402,"2, 9, 12, 14, 17, 18"
4403,"2, 3, 5, 6, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4404,"3, 6, 10, 12, 13, 14, 16, 20"
4405,"1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20"
4406,"1, 3, 4, 5, 6, 8, 9, 10, 12, 13, 14, 15, 17, 18, 19, 20"
4407,"1, 3, 4, 7, 9, 14, 15"
4408,"2, 3, 4, 6, 7, 9, 10, 11, 12, 14, 15, 16, 17, 19, 20"
4409,"2, 3, 6, 7, 14, 16, 17, 18"
4410,"4, 10, 12, 16, 18, 20"
4411,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 19, 20"
4412,"1, 2, 3, 4, 5, 9, 10, 11, 12, 13, 15, 16, 19, 20"
4413,"2, 4, 7, 9, 11, 13, 14"
4414,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 17, 18"
4415,"1, 3, 5, 6, 7, 8, 9, 11, 12, 13, 15, 16, 17, 18, 20"
4416,"3, 4, 5, 6, 8, 10, 11, 12, 13, 14, 15, 18, 19, 20"
4417,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20"
4418,"9, 14, 15"
4419,"1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 15, 16, 18, 19, 20"
4420,"1, 4, 6, 7, 18"
4421,"5, 6, 11, 14, 16"
4422,"1, 2, 4, 5, 6, 7, 9, 10, 12, 13, 14, 16, 17, 20"
4423,"1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20"
4424,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4425,"8, 13"
4426,"3, 5, 7, 8, 11, 13, 16, 19"
4427,"2, 3, 5, 8, 14, 16, 17, 18"
4428,"2, 4, 5, 6, 7, 8, 9, 12, 13, 14, 15, 16, 19, 20"
4429,"1, 2, 3, 5, 7, 9, 10, 12, 13, 15, 16, 20"
4430,"2, 5, 6, 8, 10, 11, 14, 17, 19"
4431,"3, 19, 2, 11"
4432,"4, 5, 6, 7, 9, 11, 12, 13, 14, 15, 16, 17, 18, 20"
4433,"1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4434,"1, 2, 3, 4, 5, 6, 7, 8, 10, 12, 13, 14, 15, 16, 18, 19, 20"
4435,"1, 2, 3, 4, 6, 7, 10, 11, 13, 15, 16, 17, 18, 19, 20"
4436,"1, 2, 3, 4, 9, 12, 13, 14, 20"
4437,"3, 4, 7, 11, 15, 17"
4438,"3, 10, 11, 12, 20"
4439,"1, 2, 3, 4, 5, 6, 9, 10, 11, 12, 13, 16, 17, 18, 20"
4440,"2, 4, 6, 7, 9, 10, 12, 16, 17, 18"
4441,"1, 2, 6, 8, 10, 11, 14, 16, 17, 20"
4442,"1, 2, 8, 10, 11, 13, 15, 18, 19"
4443,"3, 7, 9, 10, 11, 14, 19"
4444,"1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4445,"1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4446,"1, 6, 7, 12, 17"
4447,"1, 2, 3, 4, 7, 8, 9, 10, 11, 14, 15, 17, 19"
4448,"9, 12, 6"
4449,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4450,"2, 4, 6, 13, 16"
4451,"2, 8, 15, 16, 18"
4452,"1, 2, 3, 4, 5, 6, 9, 10, 11, 13, 14, 15, 17, 18, 20"
4453,"1, 4, 5, 6, 8, 14, 15, 16, 17"
4454,"1, 2, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4455,"1, 2, 3, 4, 5, 8, 10, 11, 12, 13, 14, 15, 19, 20"
4456,"1, 2, 3, 4, 6, 10, 12, 13, 19"
4457,"1, 4, 5, 6, 11, 13, 14, 20"
4458,"3, 7, 8, 9, 11, 12, 16, 18, 20"
4459,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4460,"1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4461,"2, 3, 4, 5, 8, 9, 14, 16"
4462,"1, 3, 4, 8, 9, 11, 12, 13, 16, 17, 18, 19"
4463,"2, 7, 10, 14, 16, 18"
4464,"1, 2, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 20"
4465,"2, 5"
4466,"1, 2, 4, 5, 7, 8, 9, 11, 13, 14, 15, 16, 17, 19, 20"
4467,"1, 4, 6, 7, 9, 10, 11, 13, 15"
4468,"3, 4, 5, 6, 9, 13, 14, 16"
4469,"2, 3, 4, 6, 7, 8, 10, 12, 16, 17, 18"
4470,"19, 11"
4471,"3, 19, 12"
4472,"1, 3, 7, 8, 9, 13, 17"
4473,"5, 7, 8, 10, 11, 14, 16, 17"
4474,"2, 3, 4, 5, 6, 7, 9, 12, 13"
4475,"3, 1, 11, 4"
4476,"1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20"
4477,"1, 9, 10, 11, 13, 15, 16, 17, 18, 19, 20"
4478,"1, 2, 3, 4, 6, 13, 18, 20"
4479,"4, 5, 6, 10, 13, 14, 15, 16, 17, 18, 20"
4480,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 15, 16, 17, 18, 19, 20"
4481,"1, 3, 4, 7, 8, 10, 11, 12, 13, 14, 15, 17"
4482,"1, 2, 3, 6, 8, 9, 12, 14"
4483,"1, 2, 5, 8, 9, 11, 14, 16, 19, 20"
4484,"3, 4, 8, 9, 10, 19"
4485,"1, 3, 4, 6, 7, 8, 9, 10, 13, 14, 15, 16, 20"
4486,"1, 2, 3, 4, 6, 8, 9, 11, 12, 13, 14, 15, 16, 18, 19, 20"
4487,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4488,20
4489,"1, 2, 3, 4, 5, 6, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4490,"1, 3, 6, 9, 11, 12, 13, 19, 20"
4491,"1, 3, 4, 5, 10, 11, 12, 13, 14, 15, 19"
4492,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20"
4493,"8, 15"
4494,"1, 4, 7, 10, 11, 12, 17, 18, 19"
4495,"16, 1, 19, 7"
4496,"1, 2, 3, 4, 5, 7, 8, 9, 12, 15, 16, 17, 18, 20"
4497,"1, 2, 15, 7"
4498,"1, 2, 3, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 19"
4499,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4500,"1, 2, 3, 4, 5, 9, 10, 11, 13, 14, 16, 19"
4501,"1, 4, 6, 9, 10, 12, 13, 16, 19"
4502,"2, 4, 5, 7, 9, 15, 20"
4503,"18, 12, 6"
4504,"1, 3, 9, 13, 15, 18, 20"
4505,"4, 5, 8, 9, 11, 12, 16, 17"
4506,"1, 2, 3, 4, 5, 6, 7, 12, 13, 14, 15, 16, 17, 18, 19"
4507,"1, 4, 6, 10, 18, 19"
4508,"2, 3, 4, 6, 7, 9, 10, 13, 14, 15, 16, 17, 18, 19, 20"
4509,"4, 5, 7, 8, 13, 14, 15, 16, 17, 18, 19, 20"
4510,"1, 2, 3, 7, 8, 11, 15, 18"
4511,"1, 2, 3, 5, 7, 8, 10, 14, 15"
4512,"4, 5, 6, 9, 10, 12, 13, 15, 19, 20"
4513,"17, 11, 13, 1"
4514,"1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4515,"1, 4, 5, 6, 7, 8, 9, 12, 17, 19, 20"
4516,"1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20"
4517,"1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4518,"1, 2, 4, 5, 6, 8, 9, 10, 12, 13, 14, 15, 16, 17, 19, 20"
4519,"5, 6, 8, 11, 12, 13, 14, 15, 16, 18, 20"
4520,"1, 2, 3, 4, 6, 10, 12, 14, 15, 16, 17, 18, 19"
4521,"1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 16, 17, 18, 19, 20"
4522,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20"
4523,"2, 4, 7"
4524,"2, 4, 5, 6, 9, 10, 14, 15, 16, 17, 18, 19, 20"
4525,"2, 3, 8, 9, 12, 13, 14, 15, 18"
4526,"1, 3, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 20"
4527,"3, 4, 5, 6, 7, 10, 11, 12"
4528,"3, 5, 7, 9, 10, 11, 14, 15, 17, 18, 19"
4529,"3, 4, 5, 7, 8, 9, 11, 12, 14, 15, 19, 20"
4530,"2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4531,"3, 5, 6, 13, 14, 20"
4532,"1, 6"
4533,"1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4534,"1, 2, 4, 6, 7, 8, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20"
4535,"1, 2, 4, 5, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18"
4536,"2, 3, 6, 8, 16, 18"
4537,"20, 4"
4538,"18, 13"
4539,"1, 2, 3, 4, 7, 8, 9, 10, 15, 20"
4540,"5, 6, 8, 14, 18, 20"
4541,"1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4542,"2, 10, 11, 14, 20"
4543,"1, 2, 3, 5, 7, 10, 13, 16, 17, 18, 19, 20"
4544,"17, 2, 19"
4545,"1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4546,"2, 6, 7, 9, 11, 14, 16"
4547,"1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4548,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4549,"5, 6, 9, 10, 13, 14, 19"
4550,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 15, 17, 18, 19"
4551,"1, 2, 3, 5, 7, 17, 18"
4552,"1, 2, 3, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 19"
4553,"2, 3, 4, 6, 7, 8, 10, 11, 13, 15, 16, 17, 18, 19, 20"
4554,"1, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4555,"1, 20"
4556,"2, 3, 4, 5, 6, 10, 11, 12, 13, 15, 16, 19, 20"
4557,"1, 2, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 18, 19"
4558,"1, 3, 4, 6, 7, 8, 9, 11, 12, 14, 15, 16, 18, 20"
4559,"1, 2, 3, 4, 5, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4560,"1, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4561,"9, 5"
4562,"1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4563,"8, 18, 2, 20"
4564,"1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19"
4565,"2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 16, 17, 19, 20"
4566,"8, 1, 13, 5"
4567,"1, 4, 6, 7, 9, 16"
4568,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19"
4569,"1, 2, 3, 6, 8, 9, 10, 11, 12, 14, 16, 18, 19"
4570,"1, 2, 3, 4, 5, 7, 9, 12, 14, 16, 17"
4571,"1, 5, 6, 7, 8, 9, 11, 13"
4572,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19"
4573,"2, 3, 7, 10, 11, 12, 16, 17, 18, 20"
4574,"2, 4, 9, 11, 14, 15, 16"
4575,"4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4576,"2, 4, 8, 10, 11, 15, 16"
4577,"9, 10, 2, 4"
4578,"1, 5, 11, 13, 14, 15, 19"
4579,"1, 2, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4580,"3, 5, 8, 9, 10, 15, 20"
4581,"3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18"
4582,"3, 4, 5, 6, 7, 10, 13"
4583,"1, 2, 3, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4584,"16, 17, 2, 20"
4585,"2, 3, 6, 9, 10, 12, 13, 14, 15, 17, 20"
4586,"1, 5, 8, 9, 10, 12, 13, 17, 18, 19"
4587,"8, 9, 12, 13, 19, 20"
4588,"1, 4, 5, 7, 9, 11, 13, 14, 16, 17, 18, 19"
4589,"1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 13, 15, 18, 19, 20"
4590,"1, 7, 12, 16, 17, 18"
4591,"2, 3, 5, 15"
4592,"1, 3, 4, 5, 6, 8, 9, 11, 13, 15, 16, 17, 18, 20"
4593,"2, 13, 14, 16, 17"
4594,"18, 3, 13"
4595,"1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19"
4596,"1, 4, 10, 11, 14, 19, 20"
4597,"1, 5, 6, 12, 16, 17, 19"
4598,"2, 4, 6, 8, 9, 11, 18, 19"
4599,"2, 4, 5, 6, 7, 10, 11, 13, 15, 16, 17, 19, 20"
4600,"4, 5, 6, 7, 8, 9, 12, 13, 15, 16, 17, 18, 20"
4601,"1, 2, 3, 4, 5, 6, 7, 9, 11, 12, 13, 14, 15, 17, 19, 20"
4602,"2, 5, 6, 8, 9, 10, 11, 12, 14, 15, 16, 18, 20"
4603,"13, 10, 11, 5"
4604,"2, 3, 5, 6, 9, 11, 12, 13, 15, 16, 17, 18, 19, 20"
4605,"13, 3, 20, 4"
4606,"1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14"
4607,"11, 12"
4608,"4, 5, 7, 9, 12, 13, 15, 16, 17, 18"
4609,"16, 13, 15"
4610,"4, 5, 7"
4611,"1, 2, 4, 5, 6, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20"
4612,"1, 5, 6, 7, 9, 12, 16, 18, 20"
4613,"2, 5, 6, 7, 9, 14, 15, 17, 18, 19, 20"
4614,"16, 11"
4615,"2, 6, 10, 12, 13, 17, 19, 20"
4616,"17, 3, 5"
4617,"17, 3, 5, 7"
4618,"2, 4, 5, 9, 11, 12, 15, 18"
4619,"1, 2, 3, 6, 7, 9, 10, 11, 12, 16, 17, 18, 20"
4620,"1, 3, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 20"
4621,"8, 20, 12, 14"
4622,"1, 2, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 16, 17, 18, 19"
4623,"2, 3, 4, 11, 13, 14, 15"
4624,"1, 5, 7, 9, 11, 13"
4625,"6, 13, 15, 19, 20"
4626,"18, 20, 13"
4627,"10, 2, 5, 14"
4628,"3, 15"
4629,"1, 10"
4630,"17, 7"
4631,"1, 5, 6, 10, 12, 13, 18, 19"
4632,"5, 7, 8, 9, 10, 14"
4633,"4, 5, 6, 11, 12"
4634,"5, 8, 9, 10, 11, 19, 20"
4635,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4636,"1, 5, 6, 10, 12"
4637,"4, 5, 9, 13, 15, 16, 17, 20"
4638,"1, 3, 6, 8, 9, 10, 11, 12, 13, 14, 16, 19"
4639,"3, 6, 14, 18, 20"
4640,"6, 8, 10, 12, 19"
4641,"1, 2, 3, 5, 6, 7, 8, 9, 10, 13, 15, 16, 17, 18, 20"
4642,"2, 11, 5, 7"
4643,"2, 5, 7, 9, 10, 11, 17, 19"
4644,"1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 14, 16, 20"
4645,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4646,"5, 12, 14, 16, 19"
4647,"2, 3, 5, 6, 7, 8, 10, 12, 13, 15, 18, 19, 20"
4648,"1, 2, 6, 12, 16"
4649,"18, 3, 15"
4650,"2, 4, 5, 16, 17"
4651,"1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19"
4652,"1, 2, 3, 5, 8, 10, 11, 13"
4653,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 18, 19"
4654,"1, 4, 5, 6, 7, 8, 11, 16, 18, 19, 20"
4655,"11, 12, 13, 14"
4656,"16, 17, 10, 15"
4657,"11, 9, 10, 3"
4658,"1, 2, 3, 4, 7, 8, 9, 11, 12, 16, 17, 18, 19"
4659,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4660,"1, 2, 4, 5, 6, 13, 14, 17, 19"
4661,"1, 2, 4, 5, 6, 8, 12, 13, 14, 15, 16, 17, 18, 19"
4662,"3, 7, 9, 12, 18"
4663,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19"
4664,"1, 2, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 16, 17, 18, 19"
4665,"1, 3, 4, 5, 6, 8, 9, 10, 11, 14, 17"
4666,"1, 2, 3, 4, 7, 9, 10, 11, 13, 14, 16, 17, 18, 19, 20"
4667,"1, 10"
4668,"16, 9, 3, 17"
4669,"2, 7, 9, 10, 18, 20"
4670,"1, 4, 5, 8, 9, 10, 12, 13, 14, 15, 17, 18, 20"
4671,"3, 4, 13, 7"
4672,"4, 6, 7, 10, 11, 13, 14, 19"
4673,"2, 4, 9, 10, 16, 18"
4674,"1, 2, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4675,"2, 3, 4, 5, 7, 9, 12, 13, 14, 16, 17, 18, 19, 20"
4676,"1, 5, 6, 8, 13, 15, 17, 18, 19, 20"
4677,"1, 2, 3, 4, 7, 8, 11, 12, 13, 16, 17, 18, 19, 20"
4678,"1, 2, 3, 4, 5, 7, 9, 11, 14, 15, 16, 17, 19, 20"
4679,"1, 3, 6, 9, 10, 11, 12, 13, 15"
4680,"1, 4, 5, 6, 17, 19"
4681,"3, 15"
4682,"19, 12"
4683,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4684,"1, 2, 3, 7, 8, 9, 10, 11, 12, 13, 14, 15, 19, 20"
4685,"1, 2, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4686,"1, 3, 6, 7, 9, 10, 15, 18, 19, 20"
4687,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4688,"2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 20"
4689,"5, 7, 9, 10, 14, 17, 20"
4690,"3, 4, 5, 6, 10, 11, 13, 16"
4691,"1, 4, 6, 7, 8, 9, 10, 12, 15, 17, 19"
4692,"2, 3, 5, 6, 10, 11, 17, 18, 19, 20"
4693,"2, 3, 4, 5, 6, 7, 8, 10, 12, 13, 14, 15, 16, 17"
4694,"1, 2, 3, 4, 5, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4695,"1, 5, 7, 8, 12, 14, 15, 16, 17, 18, 20"
4696,"9, 1"
4697,"2, 3, 4, 6, 7, 9, 10, 11, 13, 15, 16, 19, 20"
4698,"1, 3, 4, 8, 10, 11, 13, 17, 18, 20"
4699,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4700,"4, 9, 11, 15, 16, 18, 20"
4701,"2, 3, 4, 6, 8, 9, 10, 11, 12, 13, 14, 15, 20"
4702,"2, 4, 7, 11, 17"
4703,"9, 13, 5"
4704,"1, 2, 3, 6, 8, 12, 13"
4705,"1, 3, 5, 6, 7, 8, 9, 10, 13, 16, 17, 19"
4706,"1, 2, 6, 8, 9, 12"
4707,"1, 3, 4, 8, 9, 10, 12, 13, 14, 15, 18"
4708,"11, 12, 6"
4709,"2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 17, 18, 19, 20"
4710,"3, 4, 6"
4711,"10, 7"
4712,"3, 5, 8, 11, 12, 13, 16, 17, 20"
4713,"8, 16, 12, 7"
4714,"1, 2, 3, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
4715,"1, 2, 3, 4, 5, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19"
4716,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
